Season,Player_ID,Team,minutes,poss,pts,fga,fta,pir,tm_poss,tm_min,games,usage,ts,ppm,usage_odd,ts_odd,ppm_odd,min_odd,usage_even,ts_even,ppm_even,min_even
2017,P005800   ,KHI,315.85,138.12,148,106,23,200,1171.0,3000.0,15,22.40629470014831,63.72717878057182,0.6332119677061896,23.98884696574898,60.46931407942238,0.6848841231407817,144.55,21.078203615163773,66.699604743083,0.5896088733216579,171.3
2017,P005836   ,MAD,504.8,196.24,216,171,21,248,1895.0,4625.0,23,18.975826785811357,59.920106524633816,0.491283676703645,18.76178620693928,59.38653136531365,0.4481260184682238,245.46666666666667,19.17850717546273,60.41488451668093,0.532133676092545,259.3333333333333
2017,P005838   ,ULK,797.0333333333333,353.2,341,263,105,381,2316.12,6100.0,30,23.34226440129102,55.14230271668823,0.4780226673915771,23.276340094902782,54.33417085427136,0.49572219426270764,397.4,23.408767258585108,56.0,0.46042205354908666,399.6333333333333
2017,P005856   ,PAM,708.1166666666667,179.92,185,146,43,244,2324.48,6049.8,30,13.22573527025473,56.0878001455251,0.34457598794925504,14.588340824949693,52.55077940481814,0.3313597691427434,334.98333333333335,12.013761825681485,59.82053838484547,0.3564409505092014,373.1333333333333
2017,P005881   ,PAN,317.3333333333333,93.28,81,80,12,65,2349.56,5875.066666666667,29,14.700398186479688,47.490619136960596,0.20483193277310927,13.3677849442368,39.10191725529768,0.1277003298925189,156.61666666666667,16.02808347329695,54.77651183172655,0.279995851913305,160.71666666666667
2017,P005917   ,BAR,508.25,189.72,224,144,63,227,2361.8,5800.0,29,18.333720223143434,65.22245515956207,0.4466305951795376,18.52149985820915,60.01091107474087,0.38908659549228947,210.75,18.19318392803585,69.10569105691056,0.48739495798319327,297.5
2017,P005918   ,RED,697.8833333333333,365.56,325,294,74,272,2380.84,5799.983333333334,29,25.521275325089473,49.761146496815286,0.3897499582069591,25.02347175758134,47.992471769134255,0.35104546326491465,347.5333333333333,26.04807941323142,51.44771476429768,0.4281432852861424,350.35
2017,P005927   ,MAD,276.28333333333336,109.68,115,88,22,181,995.6,2400.0,12,19.139434601708817,58.86568386568386,0.6551245701876093,18.560045451112565,57.72142316426949,0.667574931880109,146.8,20.08786478417261,60.21409455842997,0.6410091388853135,129.48333333333332
2017,P005928   ,MAD,681.7833333333333,276.48,236,200,42,311,2298.2,5625.0,28,19.850984147236627,54.009520322226294,0.45615664800645367,17.92547317106734,64.12952060555088,0.4981733643307872,351.2833333333333,21.933061367967984,46.206225680933855,0.4114977307110439,330.5
2017,P005929   ,MAD,690.8333333333334,430.4,456,297,160,612,2229.24,5425.0,27,30.32298067840481,62.05770277626566,0.8858866103739444,31.930756811433938,64.1795936202753,0.9217707701637355,329.8,28.82740734123968,59.95008680555556,0.8531068230080324,361.03333333333336
2017,P005938   ,KHI,621.1166666666667,249.07999999999998,252,210,32,223,2165.84,5376.716666666666,27,19.910696425465073,56.22991788646912,0.3590307779000188,19.128948407535574,56.93493150684932,0.3492808922805988,340.7,20.8668140122667,55.46234153616704,0.37087667161961363,280.4166666666667
2017,P005942   ,RED,363.43333333333334,127.0,134,98,25,120,1639.44,3999.9833333333336,20,17.05185433221328,61.46788990825688,0.3301843529303861,15.759938444232894,55.50986842105263,0.23392925066565232,175.26666666666668,18.25981159650837,66.26905235255136,0.41984056687333926,188.16666666666666
2017,P005961   ,CSK,0.0,0.0,0,0,0,0,84.04,200.0,1,,,,,,,0.0,,,,
2017,P005985   ,PAN,208.9,121.44,118,102,26,114,694.92,1650.0,8,27.605934135097964,52.0098730606488,0.5457156534226902,26.613877492434483,53.57142857142857,0.6457304163726182,94.46666666666667,28.466525769652975,50.76142131979695,0.4631517623070201,114.43333333333334
2017,P006084   ,BAR,0.0,0.0,0,0,0,0,81.48,200.0,1,,,,,,,0.0,,,,
2017,P006183   ,ZAL,37.55,10.76,14,7,4,16,1977.12,5050.0,25,14.63830104545131,79.90867579908677,0.426098535286285,26.53578953187673,75.0,0.34285714285714286,5.833333333333333,12.387102867829562,81.36094674556213,0.44140830267997894,31.71666666666667
2017,P006357   ,CSK,0.9166666666666666,0.0,0,0,0,-2,585.08,1400.0,7,0.0,,-2.181818181818182,,,,0.0,0.0,,-2.181818181818182,0.9166666666666666
2017,P006385   ,MIL,125.46666666666667,48.08,42,42,7,43,1438.56,3625.0,18,19.312839229594452,46.58385093167702,0.3427205100956429,19.999714908938387,47.286184210526315,0.28664822730701534,66.28333333333333,18.541025653196634,45.761078998073216,0.4055195719515629,59.18333333333334
2017,P006399   ,ULK,201.58333333333334,55.8,62,40,20,66,2075.64,5500.0,27,14.66966614894233,63.52459016393443,0.3274080198429103,15.569739465719314,53.87931034482759,0.3132137030995106,102.16666666666667,13.753339572858158,76.33587786259541,0.34199497066219614,99.41666666666667
2017,P006420   ,BAM,155.66666666666666,38.08,29,26,7,13,1708.52,4400.0,22,12.59980776028601,49.86244841815681,0.0835117773019272,13.048307079257704,49.734748010610076,0.24216524216524216,70.2,12.257049493445859,50.0,-0.046801872074883,85.46666666666667
2017,P006433   ,ZAL,829.4666666666667,387.92,373,291,43,417,2392.68,6075.0,30,23.74842933380503,60.176819824470826,0.5027326796334994,22.502858512022904,64.8961661341853,0.5403712115279192,425.6333333333333,25.047070517151404,55.736472945891784,0.46306231943871234,403.8333333333333
2017,P006450   ,CSK,712.4666666666667,348.24,408,265,96,399,2453.0,6025.3,30,24.011828155798554,66.39760447858352,0.560026200056143,23.544509229481545,65.28755868544602,0.457061601746991,328.18333333333334,24.41176442287363,67.28293938684764,0.6479594049529428,384.2833333333333
2017,P006477   ,BAM,651.4,283.08,304,201,107,363,2335.24,6000.0,30,22.33115354691762,61.27055788455338,0.5572612833896223,23.287963853869513,60.99444101297097,0.5961083084525893,323.76666666666665,21.376806435547817,61.57219973009447,0.5188727235731,327.6333333333333
2017,P006505   ,ZAL,700.45,262.56,281,199,74,314,2392.68,6075.0,30,19.034570537576975,60.67541889790983,0.4482832464844029,18.383813201536817,65.81336238198983,0.5009596928982726,347.3333333333333,19.656859951915326,56.01317957166392,0.3964695332043234,353.1166666666667
2017,P006536   ,CSK,83.96666666666667,22.08,23,15,7,24,655.28,1600.0,8,12.841484197573717,63.60619469026549,0.28582770940849545,12.240797292090823,57.142857142857146,0.09995835068721366,40.016666666666666,13.381586803628537,67.68953068592057,0.4550625711035267,43.95
2017,P006543   ,MAD,45.416666666666664,11.0,7,9,0,-1,1153.12,2825.0,14,11.867284991782965,38.888888888888886,-0.022018348623853212,12.252724772604193,20.0,-0.2175226586102719,27.583333333333336,11.116296142761035,62.5,0.28037383177570097,17.833333333333332
2017,P006546   ,MAD,581.7,171.35999999999999,171,131,44,155,2317.84,5625.0,28,14.298137155207739,56.86352753391859,0.26646037476362383,15.350717959652128,51.377350240489726,0.2369263607257204,312.3333333333333,12.997108761511958,65.38722826086956,0.3007053582477416,269.3666666666667
2017,P006586   ,PAN,0.36666666666666664,0.0,0,0,0,0,81.68,200.0,1,0.0,,0.0,0.0,,0.0,0.36666666666666664,,,,
2017,P006590   ,BAS,598.9666666666667,324.04,352,271,41,285,2344.92,5800.0,29,26.762453639651515,60.89122612787157,0.4758194668595915,26.721281123687593,60.908084163898124,0.5103075363298412,295.9,26.79149715114004,60.87437742114001,0.442146942366916,303.06666666666666
2017,P006599   ,IST,558.1166666666667,240.20000000000002,251,204,30,219,2456.2400000000002,6000.0,30,21.02608703350245,57.78084714548803,0.39239107713441035,20.435923715077656,56.282722513089006,0.38792376454714117,296.45,21.69943327961893,59.45419103313841,0.397452229299363,261.6666666666667
2017,P006614   ,PAN,906.05,302.96,308,207,109,370,2426.12,6075.066666666667,30,16.745645505557714,60.40163162849074,0.4083659842172066,17.786117574990882,57.970008331019166,0.4031402503713134,471.3,15.552476609442976,63.559322033898304,0.4140310523289247,434.75
2017,P006625   ,TEL,112.58333333333334,26.32,25,20,3,27,2119.28,4999.433333333333,25,11.029967162569434,58.630393996247655,0.2398223538119911,7.721709520200583,34.013605442176875,0.1410105757931845,42.55,12.973724553120118,68.00518134715026,0.29985721085197525,70.03333333333333
2017,P006643   ,PAM,32.266666666666666,9.76,9,8,4,11,1445.1200000000001,3799.883333333333,19,15.907138484653279,46.10655737704918,0.34090909090909094,10.15216615869032,50.0,0.38369304556354916,20.85,26.3505682857898,43.40277777777778,0.2627737226277372,11.416666666666668
2017,P006693   ,IST,10.9,6.0,0,5,0,-7,401.6,1000.0,5,27.41328264921963,0.0,-0.6422018348623852,22.749275182815705,0.0,-0.594059405940594,6.733333333333333,35.27682508574228,0.0,-0.72,4.166666666666667
2017,P006737   ,MAL,0.18333333333333332,0.0,0,0,0,0,77.47999999999999,200.0,1,0.0,,0.0,,,,,0.0,,0.0,0.18333333333333332
2017,P006919   ,BAM,114.7,35.6,32,20,15,27,1856.96,4800.0,24,16.045574238500034,60.150375939849624,0.23539668700959024,17.199346440062676,53.05039787798408,0.1817180616740088,60.53333333333333,14.769230769230766,69.44444444444444,0.29538461538461536,54.16666666666667
2017,P007032   ,BAM,502.3833333333333,219.16,207,180,14,123,2335.24,6000.0,30,22.416912344984052,55.597335625268585,0.2448329628769532,22.77027764284136,60.82967690466693,0.2962962962962963,263.25,22.01142521928197,49.48765719608757,0.1881795372177307,239.13333333333333
2017,P007185   ,BAS,157.21666666666667,43.76,52,41,4,59,889.72,2200.0,11,13.765058219276943,60.804490177736206,0.3752782783843952,8.520009099369718,42.857142857142854,0.2150109496316942,83.71666666666667,20.01837569952947,69.54102920723226,0.5578231292517006,73.5
2017,P007201   ,BAS,625.8166666666667,212.24,259,160,46,346,2418.2,6000.0,30,16.82941969803462,71.84864624944518,0.5528775733042158,17.48647875030443,72.12605415002218,0.565459293743613,293.56666666666666,16.254084473884134,71.57123834886818,0.5417607223476298,332.25
2017,P007400   ,ULK,534.35,197.4,247,153,35,238,1859.72,4900.0,24,19.46703674658886,73.33729216152018,0.4454009544306166,21.315620726713302,73.95833333333333,0.5189812590100913,277.4666666666667,17.53465366152156,72.51381215469613,0.3659248686174009,256.8833333333333
2017,P007516   ,ZAL,13.383333333333333,4.2,4,2,5,1,526.4399999999999,1400.0,7,16.691453096023263,47.61904761904762,0.07471980074719801,15.664529852722271,113.63636363636364,0.3314917127071823,3.0166666666666666,16.82023291631765,30.12048192771084,0.0,10.366666666666667
2017,P007636   ,PAM,0.0,0.0,0,0,0,0,77.4,200.0,1,,,,,,,0.0,,,,
2017,P007865   ,PAN,321.6166666666667,105.2,103,79,30,113,2426.12,6075.066666666667,30,16.38120929690372,55.85683297180043,0.35134995076954967,16.843616667817926,53.29457364341085,0.36183885318833414,168.58333333333334,15.82230418452761,59.11330049261083,0.33979525157917667,153.03333333333333
2017,P007866   ,PAN,12.433333333333334,6.64,3,4,6,2,710.64,1825.0,9,27.429867998004443,22.59036144578313,0.16085790884718498,33.087760113739165,0.0,-0.4444444444444444,4.5,24.219678897583563,39.8936170212766,0.5042016806722689,7.933333333333334
2017,P007870   ,ZAL,478.3833333333333,227.96,253,158,84,254,2392.68,6075.0,30,24.197709923953568,64.88510463684858,0.5309549524439954,24.09928236855161,63.972380178716485,0.5124288293292598,240.03333333333333,24.298971324414254,65.8167495854063,0.5496119152506818,238.35
2017,P007872   ,IST,268.06666666666666,107.2,112,76,30,105,1330.68,3200.0,16,19.23349973285934,62.780269058295964,0.3916936085550858,18.692516801724725,59.523809523809526,0.3348475016223232,128.41666666666666,19.743791935600765,65.57035803497085,0.4439670605084139,139.65
2017,P007929   ,IST,35.28333333333333,10.879999999999999,10,5,2,10,1629.96,4000.0,20,15.134648116475306,85.03401360544218,0.28341993386868214,16.205616866806036,0.0,-0.08333333333333333,12.0,14.642732231675833,102.45901639344262,0.4724409448818898,23.28333333333333
2017,P007946   ,MIL,605.1166666666667,297.88,267,233,52,252,1937.8,4900.0,24,24.895414095533063,52.17289354384868,0.4164486187236621,25.428559231571853,46.08812949640288,0.3402955772481867,305.6166666666667,24.324758784829463,58.804312316236526,0.4941569282136895,299.5
2017,P007947   ,BAS,263.95,107.04,84,68,16,68,2326.52,5800.0,29,20.219743081345715,55.970149253731336,0.2576245501041864,17.953956016883534,58.55397148676171,0.2640785464394538,147.68333333333334,23.095400807544745,53.13199105145414,0.24942660550458715,116.26666666666667
2017,P007948   ,PAN,81.3,28.959999999999997,21,16,9,14,1812.72,4625.066666666667,23,18.17712853857432,52.60521042084168,0.17220172201722017,22.87345614970761,49.734748010610076,0.2891566265060241,48.416666666666664,10.847718465945528,61.47540983606557,0.0,32.88333333333333
2017,P007960   ,RED,375.43333333333334,131.36,156,92,44,179,2124.04,5199.983333333334,26,17.131664729687795,70.04310344827586,0.4767823847997869,15.919517908075612,66.67852062588905,0.4516680923866553,194.83333333333331,18.45744097258888,73.47605224963716,0.5038759689922481,180.6
2017,P007961   ,RED,330.59999999999997,129.35999999999999,107,108,19,93,2292.4,5599.983333333334,28,19.11716497544742,45.97799931247852,0.2813067150635209,18.75496362760041,42.223786066150595,0.28846153846153844,169.86666666666667,19.49680771344562,49.56317204301075,0.27374533388635425,160.73333333333332
2017,P007969   ,IST,272.8,153.92,103,127,18,74,1090.48,2600.0,13,26.905206370419673,38.170767862437,0.27126099706744866,26.808840401294834,38.898862956313586,0.30723117272386663,133.45,26.969746695526307,37.45593419506463,0.23681377825618946,139.35
2017,P007988   ,TEL,613.8666666666667,206.92000000000002,199,158,43,303,2444.36,5799.433333333333,29,15.994799706223484,56.240108523626496,0.4935925282363162,15.563833845999323,54.61711711711712,0.5005771854339385,317.6333333333333,16.44459329638093,57.87562414888788,0.486103296950602,296.23333333333335
2017,P007989   ,TEL,686.5666666666667,411.08,353,316,82,310,2366.6,5599.433333333333,28,28.333018643060957,50.130652124517155,0.45152206632033787,28.066779134239688,44.50363825363825,0.35531370038412297,312.4,28.490669872889782,54.50141299959628,0.53184855233853,374.1666666666667
2017,P007990   ,TEL,359.7,112.44,93,89,26,83,2532.04,5999.433333333333,30,14.81324017502338,46.2962962962963,0.2307478454267445,14.119373036903605,56.980056980056986,0.32210834553440704,204.9,15.774222241532671,32.74616079494128,0.10981912144702842,154.8
2017,P007991   ,IST,49.46666666666667,14.0,6,10,0,-6,1793.76,4400.0,22,13.884611306617657,30.0,-0.12129380053908355,12.960250910457628,40.0,-0.07518796992481204,26.599999999999998,14.948845052231263,20.0,-0.1749271137026239,22.866666666666667
2017,P007992   ,MIL,149.51666666666668,50.28,45,41,12,21,1201.8799999999999,3075.0,15,17.207574962714844,48.617113223854794,0.1404525693902575,18.307971023896723,57.88712011577424,0.20914496616772607,81.28333333333333,15.82997860954316,34.87124463519313,0.05862237420615535,68.23333333333333
2017,P007993   ,MIL,528.9666666666667,173.92,183,134,43,154,2411.48,6100.0,30,16.634026445746855,59.83520795187025,0.2911336568151742,17.765313709518686,53.20480721081623,0.25250890255746195,257.4166666666667,15.554686506757166,67.08652792990142,0.3277481126864297,271.55
2017,P007994   ,BAS,303.93333333333334,99.0,95,70,25,98,1629.12,4000.0,20,15.995350943169909,58.641975308641975,0.32243913138846236,15.34397623270992,61.39489194499018,0.332355816226784,153.45,16.67615193747721,55.85898709036743,0.31232694650570386,150.48333333333332
2017,P007995   ,BAS,5.733333333333333,3.0,0,3,0,-4,808.6,2000.0,10,25.88453197890123,0.0,-0.6976744186046512,22.578630079250996,0.0,-0.7003891050583658,4.283333333333333,34.647333454599,0.0,-0.6896551724137931,1.45
2017,P007996   ,BAS,45.88333333333333,21.080000000000002,15,17,7,16,243.56,600.0,3,22.635543470486255,37.35059760956175,0.34871049763893935,22.74576011050572,40.48582995951417,0.4299363057324841,20.933333333333334,22.366606656262203,34.31372549019608,0.280561122244489,24.95
2017,P007997   ,BAR,225.0,98.6,79,74,15,78,2109.8,5200.0,26,21.601626273159116,49.007444168734494,0.3466666666666667,22.596092800122722,46.47283126787416,0.3581815398744834,108.88333333333333,20.668606022779016,51.75983436853002,0.33586909717238406,116.11666666666667
2017,P007998   ,ULK,502.3666666666667,175.68,169,126,47,208,2316.12,6100.0,30,18.420451951844633,57.60839923643305,0.41404020967420874,19.017488263030828,64.28950159066808,0.4829436565733998,260.9,17.79971845313684,50.533408197641776,0.33959138597459965,241.46666666666667
2017,P008001   ,KHI,711.9333333333334,265.76,309,197,79,339,2228.88,5576.716666666666,28,18.679798025742272,66.66379012771833,0.47616818054124915,18.31953984104266,64.26123381568927,0.41806681162285037,337.26666666666665,18.973470783550802,68.65530303030303,0.5284697508896797,374.6666666666667
2017,P008002   ,MAL,644.4333333333333,329.48,276,256,67,243,2495.36,6075.0,30,24.893968166381658,48.33963850357293,0.37707546681839343,26.065996142695926,48.70515561891185,0.42155247601511775,343.96666666666664,23.47789365752443,47.814207650273225,0.32615930774351004,300.4666666666667
2017,P008003   ,KHI,229.53333333333333,147.12,117,109,48,114,1223.0,3000.0,15,31.444938228916243,44.95849984629572,0.49665988963113566,33.951840282099326,38.46153846153846,0.32757857459052675,112.95,28.887019667886264,52.570093457943926,0.6604717655468191,116.58333333333334
2017,P008004   ,MIL,592.5333333333333,175.8,200,101,95,304,2411.48,6100.0,30,15.010053844304927,70.02801120448179,0.5130513051305131,15.606462844633505,69.92502883506344,0.5335205335205335,284.9,14.457742549260503,70.12527233115469,0.4940947014844512,307.6333333333333
2017,P008014   ,OLY,418.55,174.92000000000002,158,138,43,137,2251.68,5676.0,28,21.069674896795416,50.344124394595966,0.3273205112889738,21.88071921693743,43.373493975903614,0.33857892226990943,209.7,20.27227540798851,58.17099567099567,0.31601627962652623,208.85
2017,P008015   ,TEL,40.85,13.879999999999999,9,13,2,4,1507.96,3599.4333333333334,18,16.220779231882805,32.4207492795389,0.09791921664626682,13.637786014305728,33.333333333333336,0.047132757266300083,21.216666666666665,18.862085532513674,31.725888324873097,0.15280135823429541,19.633333333333333
2017,P008025   ,OLY,0.0,0.0,0,0,0,0,321.96000000000004,825.0,4,,,,,,,0.0,,,,0.0
2017,P008032   ,BAS,7.9,2.0,3,1,0,1,471.92,1200.0,6,12.874956278794302,150.0,0.12658227848101264,13.038517955125768,150.0,0.12658227848101264,7.9,,,,0.0
2017,P008038   ,MAD,144.8,49.519999999999996,51,40,8,35,2385.0,5825.0,29,16.705120631942272,58.59374999999999,0.24171270718232044,18.91738110257667,65.25285481239804,0.27522935779816515,72.66666666666666,14.402747769936452,50.0,0.2079482439926063,72.13333333333333
2017,P008041   ,PAM,89.33333333333333,30.28,33,22,12,44,1841.48,4799.883333333333,24,17.66997773367885,60.483870967741936,0.49253731343283585,19.099776744132278,57.09134615384615,0.3703703703703704,51.3,15.800068503160695,65.78947368421052,0.6573181419807187,38.03333333333333
2017,P008042   ,BAM,1.1333333333333333,0.0,0,0,0,-1,157.88,400.0,2,0.0,,-0.8823529411764706,,,,0.0,0.0,,-0.8823529411764706,1.1333333333333333
2017,P008049   ,BAM,695.8333333333334,303.2,314,252,55,346,2108.16,5400.0,27,22.322567978796506,56.84286748732803,0.4972455089820359,21.877657609553687,59.095178459611766,0.4613283423541909,329.48333333333335,22.73343962777412,54.90433845324711,0.5295482462126382,366.35
2017,P008052   ,OLY,206.6,84.28,97,73,12,71,1866.16,4726.0,23,20.661842483507453,61.95707715891671,0.3436592449177154,16.48842835974689,54.0,0.22062879205736347,90.65,23.7661070905508,65.69069069069069,0.4398447606727037,115.95
2017,P008062   ,BAM,2.3166666666666664,1.0,3,1,0,3,365.2,1000.0,5,23.639357955037944,150.0,1.2949640287769786,23.19477035244454,150.0,1.2949640287769786,2.3166666666666664,,,,0.0
2017,P008066   ,RED,234.0,137.64,117,101,31,89,1552.96,3800.0,19,28.786053564541096,51.02930914166085,0.3803418803418803,29.48905574667177,43.10344827586207,0.2105810477057065,128.21666666666667,27.718706850720327,60.975609756097555,0.5861036710256814,105.78333333333333
2017,P008152   ,IST,244.05,116.88000000000001,110,86,27,93,1125.56,2800.0,14,23.827625581523,56.19125459746629,0.3810694529809465,26.03558761203006,67.59192501802451,0.615222821085842,126.78333333333333,21.52684052392429,41.27358490566038,0.12791358726549176,117.26666666666667
2017,P008200   ,BAR,0.0,0.0,0,0,0,0,77.24,200.0,1,,,,,,,,,,,0.0
2017,P008348   ,PAN,83.06666666666666,46.6,32,30,15,31,694.92,1650.0,8,26.64024792996716,43.71584699453552,0.37319422150882825,27.87324527476688,40.137614678899084,0.34662045060658575,57.7,23.479005008884005,52.68199233716475,0.4336399474375821,25.366666666666667
2017,PAAX      ,MAD,469.2,230.68,247,148,97,312,2472.68,6025.0,30,23.959131441245862,64.76819802810992,0.6649616368286445,24.089354894163716,60.913185913185906,0.6634865568083261,230.6,23.844568248821737,68.81720430107526,0.6663872590108969,238.6
2017,PABN      ,BAM,604.35,195.36,170,133,44,185,2180.2,5600.0,28,16.606144303446833,55.78892097663428,0.30611400678414824,17.020964517293063,56.90841715193224,0.3047920076762432,295.2833333333333,16.20943586283143,54.6875,0.3073770491803279,309.06666666666666
2017,PADI      ,BAR,342.5,172.84,152,134,36,123,2287.7599999999998,5600.0,28,24.70536315253323,50.720768820074746,0.35912408759124087,21.726335269112415,43.890449438202246,0.22149837133550487,153.5,27.102350911874723,54.90956072351421,0.4708994708994709,189.0
2017,PAGP      ,ZAL,126.36666666666667,50.519999999999996,35,36,8,29,970.2,2450.0,12,20.19136231745042,44.28137651821862,0.22949089949881296,19.268074555499336,54.6448087431694,0.2068965517241379,53.16666666666667,20.868953032284015,38.18327974276527,0.2459016393442623,73.2
2017,PAMM      ,OLY,636.0166666666667,306.12,314,243,73,369,2018.56,5076.0,25,24.206564361517604,57.066007560337304,0.5801734755378528,24.943575141526235,62.683284457478,0.6196377502383222,314.7,23.527294890315186,51.542675893886965,0.5415218631671768,321.31666666666666
2017,PBAE      ,RED,327.06666666666666,128.4,111,101,35,112,1556.48,3799.9833333333336,19,19.16888631896429,47.68041237113402,0.3424378312270689,21.43619429681397,50.7416081186573,0.4412944637603637,124.63333333333334,17.77033715147334,45.273173726212406,0.2815741808002635,202.43333333333334
2017,PBCQ      ,CSK,94.65,24.88,22,18,2,25,1970.24,4825.3,24,12.875524840798542,58.26271186440678,0.2641310089804543,8.286601270420725,70.0,0.2119392440833628,47.18333333333333,17.45119212689249,54.034582132564836,0.31601123595505615,47.46666666666667
2017,PBCV      ,BAS,10.0,2.0,0,1,0,0,150.44,400.0,2,10.635469290082424,0.0,0.0,0.0,,0.0,5.783333333333333,24.588299657607926,0.0,0.0,4.216666666666667
2017,PBFX      ,KHI,365.65,97.2,91,79,5,86,2396.08,5976.716666666666,30,13.261481286383695,56.03448275862069,0.23519759332695203,13.490620905250642,44.04761904761905,0.15924657534246575,194.66666666666666,13.027792582303436,68.87755102040816,0.32166877863339505,170.98333333333335
2017,PBGV      ,KHI,280.7166666666667,85.03999999999999,83,63,16,54,2396.08,5976.716666666666,30,15.112851079153716,59.25185608223872,0.1923647806210295,15.845297507246528,54.28403755868545,0.1680244399185336,130.93333333333334,14.463732213781183,63.95995550611791,0.21364192722821854,149.78333333333333
2017,PBMT      ,MAD,479.1,180.84,191,147,36,233,2085.36,5025.0,25,18.19086497852134,58.64652419552935,0.4863285326654143,17.95716536473276,53.304904051172706,0.4500764693030369,228.85,18.42032008742779,63.2118451025057,0.5194805194805194,250.25
2017,PBTG      ,MIL,26.216666666666665,7.76,1,2,4,-2,1699.48,4300.0,21,14.978442005318676,13.297872340425533,-0.07628734901462175,13.854589334757698,28.40909090909091,0.0,10.066666666666666,15.686943819406885,0.0,-0.12383900928792571,16.15
2017,PBWI      ,ZAL,645.5,303.12,351,227,98,414,2302.72,5850.0,29,23.859595377240737,64.97112394491337,0.6413632842757552,24.191306400663837,62.1414913957935,0.6302402260951484,353.8333333333333,23.507412255334692,68.32147477360931,0.6548571428571428,291.6666666666667
2017,PCCD      ,ULK,705.2333333333333,253.8,278,205,45,294,2241.28,5900.0,29,18.94718423279527,61.83274021352313,0.4168833010351184,20.426301521373528,62.562147828969174,0.45099985817614524,352.55,17.503533079872323,60.987322320399535,0.3827796417938661,352.68333333333334
2017,PCHX      ,RED,752.1,290.56,267,237,74,255,2386.24,5799.983333333334,29,18.780314379196177,49.525152099718056,0.33905065815715996,18.910115408367194,46.11237230419977,0.2981018302263366,392.48333333333335,18.63298223773082,53.265940902021775,0.3837419474440376,359.6166666666667
2017,PCPR      ,IST,734.3333333333334,280.36,240,216,44,247,2136.16,5200.0,26,18.587559409338688,50.98572399728076,0.336359509759419,18.545951413539843,51.33637548891786,0.3281770788821468,390.03333333333336,18.648311481654805,50.60369318181818,0.3456288120824862,344.3
2017,PCVM      ,CSK,764.3166666666666,370.56,404,283,49,395,2453.0,6025.3,30,23.81750859417922,66.32519043866562,0.5168015002507687,25.064011806464453,68.87985546522131,0.609036517433464,403.9166666666667,22.41929644520003,62.77463904582549,0.4134295227524972,360.4
2017,PJBX      ,MIL,323.9,115.24,90,79,21,98,1759.32,4475.0,22,18.099663348416694,50.99728014505893,0.3025625192960791,16.290949096295964,51.455823293172685,0.2630575676706062,174.86666666666667,20.30381647080525,50.6198347107438,0.3489152314918363,149.03333333333333
2017,PJCC      ,MAD,283.3833333333333,72.52,66,61,8,59,1895.36,4625.0,23,12.489168147810446,51.14693118412895,0.20819855319649475,11.603721514797204,47.03328509406657,0.15877016129032256,132.26666666666668,13.291558549924302,54.22993492407809,0.2514613433329657,151.11666666666667
2017,PJJS      ,MAL,570.5666666666666,170.6,162,113,65,275,2495.36,6075.0,30,14.558468785870513,57.20338983050848,0.4819769819477713,14.810983275121,57.68222338751966,0.5148514851485149,303.0,14.243441615337519,56.644213104715256,0.4447489722187617,267.56666666666666
2017,PJLX      ,CSK,562.1333333333333,157.6,166,116,40,216,2453.0,6025.3,30,13.772982546252853,62.125748502994014,0.38425047438330173,14.14842726451517,64.58966565349544,0.3979340298157061,283.96666666666664,13.389470820111221,59.73451327433629,0.37028160575194724,278.1666666666667
2017,PJUG      ,BAR,498.7166666666667,174.48,188,128,17,226,2361.8,5800.0,29,17.183302726412077,69.38293475051668,0.4531631186712562,15.36768774006706,78.9382373351839,0.5078098121516549,242.21666666666667,18.8917406166307,62.30729701952723,0.4015594541910331,256.5
2017,PJUJ      ,BAS,386.3,167.4,137,114,35,146,2332.4,5800.0,29,21.551906883828934,52.93663060278207,0.3779446026404349,22.208712267291528,58.98366606170598,0.469291618522798,187.51666666666665,20.9258068666235,46.61820480404551,0.29177496436656325,198.78333333333333
2017,PJUO      ,OLY,515.3833333333333,312.68,261,215,72,231,1624.76,4100.0,20,30.619237187777557,52.902545808334686,0.4482100701743039,31.05669165271814,54.227359088030404,0.4928680590932246,261.73333333333335,30.187927888081713,51.51213027583915,0.40212891780011834,253.64999999999998
2017,PJZH      ,PAM,127.73333333333333,42.44,33,34,1,10,1235.32,3249.883333333333,16,17.48193185784289,47.90940766550523,0.07828810020876827,18.420276478335502,40.90909090909091,0.0,78.93333333333334,16.262834367666454,60.28938906752412,0.20491803278688525,48.8
2017,PKIW      ,MIL,327.3,110.2,109,76,30,143,2176.28,5500.0,27,17.018195306335123,61.09865470852018,0.436908035441491,16.72738235141109,66.40625,0.5073705862187179,145.85,17.265996278190467,57.08661417322835,0.3802700468448609,181.45
2017,PKLT      ,BAR,709.2666666666667,354.96,340,260,59,418,2443.2799999999997,6000.0,30,24.57977323609605,59.44887396838719,0.5893411034871698,24.10603397376297,57.63172966781214,0.5992865636147443,350.4166666666667,25.039677578721104,61.18403062619633,0.5796293716037341,358.85
2017,PKPD      ,ZAL,674.6333333333333,209.36,254,176,19,209,2392.68,6075.0,30,15.758597840712461,68.88696029507484,0.3097979149167449,15.623332166994484,71.26696832579185,0.3025915014730114,333.78333333333336,15.885315584035489,66.69445602334306,0.31685492151973005,340.85
